app_name,permissions
cloudtv.dayframe.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CAMERA', 'android.permission.INTERNET']"
club.ilcc.apk,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.SET_WALLPAPER', 'android.permission.CAMERA', 'cn.com.starchaser.android.browser.permission.JPUSH_MESSAGE', 'android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.WAKE_LOCK', 'android.permission.RESTART_PACKAGES', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.RECEIVE_USER_PRESENT', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_UPDATES', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.SET_WALLPAPER_HINTS']"
cm.photosuit.hairstylephotosuit.apk,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.SET_WALLPAPER', 'android.permission.CAMERA', 'android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.WAKE_LOCK', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.RECEIVE_USER_PRESENT', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.CHANGE_NETWORK_SATET', 'android.permission.READ_LOGS', 'android.permission.GET_PACKAGE_SIZE', 'android.permission.ACCESS_COARSE_UPDATES', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'cn.com.pconline.appcenter.permission.JPUSH_MESSAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.SET_WALLPAPER_HINTS']"
cm.photosuit.salwarkameezwomenfashionsuit.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CAMERA', 'android.permission.INTERNET']"
cm.samlac.camerbroker.androidnews.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CAMERA', 'android.permission.INTERNET']"
cmgroup.luminosity.mentor.o2.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CAMERA', 'android.permission.INTERNET']"
cn.activeshare.sanzijin.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CAMERA', 'android.permission.INTERNET']"
cn.amber.zxs.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
cn.apps123.shell.lietoumenhu.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
cn.cntvnews.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'android.permission.READ_PHONE_STATE', 'android.permission.RESTART_PACKAGES', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_LOGS', 'android.permission.CHANGE_CONFIGURATION', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.INTERNET']"
cn.com.fetion.pad.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'com.android.launcher.permission.READ_SETTINGS', 'android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.RESTART_PACKAGES', 'android.permission.READ_PHONE_STATE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.WAKE_LOCK', 'com.android.launcher.permission.WRITE_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.INTERNET']"
cn.com.modernmedia.modernlady.apk,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.WAKE_LOCK', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.RECEIVE_USER_PRESENT', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_LOGS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'cn.dxy.waike.permission.JPUSH_MESSAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.CHANGE_NETWORK_STATE']"
cn.com.pcgroup.magazine.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.BLUETOOTH_ADMIN', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.BLUETOOTH', 'android.permission.INTERNET']"
cn.com.pconline.appcenter.apk,"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.REORDER_TASKS', 'android.permission.RECEIVE_USER_PRESENT', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.CAMERA', 'android.permission.INTERNET']"
cn.dictcn.android.digitize.hzy_hz.apk,"['android.permission.WRITE_SYNC_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WRITE_CALENDAR', 'android.permission.BROADCAST_STICKY', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.CAMERA', 'android.permission.MANAGE_ACCOUNTS', 'android.permission.GET_ACCOUNTS', 'android.permission.INTERNET', 'android.permission.RECORD_AUDIO', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.WAKE_LOCK', 'android.permission.RESTART_PACKAGES', 'android.permission.DISABLE_KEYGUARD', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.RECEIVE_USER_PRESENT', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_CALENDAR', 'android.permission.READ_LOGS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.GET_TASKS', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.ACCESS_MOCK_LOCATION', 'android.permission.READ_SYNC_STATS', 'android.permission.SYSTEM_ALERT_WINDOW', 'com.android.launcher.permission.READ_SETTINGS', 'android.permission.ACCESS_WIFI_STATE', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.SYSTEM_OVERLAY_WINDOW', 'android.permission.READ_SYNC_SETTINGS']"
cn.dictcn.android.digitize.wjs_sc104.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.WRITE_APN_SETTINGS', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.INTERNET']"
cn.dictcn.android.digitize.wjs_sc122.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.FLASHLIGHT', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.CALL_PHONE', 'android.permission.WAKE_LOCK', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.RECEIVE_USER_PRESENT', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CAMERA', 'cn.iMobileLib.NauMobileLibrary.permission.JPUSH_MESSAGE', 'android.permission.INTERNET', 'android.permission.RECORD_AUDIO']"
cn.dictcn.android.digitize.wjs_sc6.apk,"['android.permission.USE_CREDENTIALS', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.MANAGE_DOCUMENTS', 'android.permission.CAMERA', 'android.permission.MANAGE_ACCOUNTS', 'android.permission.GET_ACCOUNTS', 'android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.AUTHENTICATE_ACCOUNTS', 'android.permission.ACCESS_DOWNLOAD_MANAGER', 'android.permission.VIBRATE', 'android.permission.WAKE_LOCK', 'android.permission.RESTART_PACKAGES', 'android.permission.DISABLE_KEYGUARD', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_LOGS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.FLASHLIGHT', 'com.baidu.permission.SHARE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SETTINGS', 'com.android.vending.BILLING', 'com.android.launcher.permission.READ_SETTINGS', 'android.permission.ACCESS_WIFI_STATE', 'com.android.launcher.permission.INSTALL_SHORTCUT']"
cn.dictcn.android.digitize.wys_korean.apk,"['android.permission.USE_CREDENTIALS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.CAMERA', 'android.permission.MANAGE_ACCOUNTS', 'android.permission.INTERNET', 'android.permission.GET_ACCOUNTS', 'android.permission.RECORD_AUDIO', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.WAKE_LOCK', 'android.permission.DISABLE_KEYGUARD', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_LOGS', 'android.permission.FLASHLIGHT', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.INTERACT_ACROSS_USERS_FULL', 'android.permission.GET_TASKS', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.SEND_SMS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_CONFIGURATION']"
cn.dictcn.android.digitize.wys_spain.apk,"['android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.INTERNET', 'android.permission.RECORD_AUDIO', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.WAKE_LOCK', 'android.permission.DISABLE_KEYGUARD', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_LOGS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'com.android.mylauncher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CHANGE_NETWORK_STATE', 'com.android.launcher.permission.INSTALL_SHORTCUT']"
cn.ditouch.client.guilin.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.CAMERA', 'android.permission.INTERNET', 'com.android.vending.BILLING']"
cn.duoduo.child.story.apk,"['android.permission.INTERNET', 'android.permission.WAKE_LOCK']"
cn.dxy.waike.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'android.permission.RESTART_PACKAGES', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.BROADCAST_STICKY', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.INTERNET']"
cn.easymobi.application.mouse.apk,"['android.permission.USE_CREDENTIALS', 'android.permission.WRITE_SYNC_SETTINGS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.CAMERA', 'android.permission.MANAGE_ACCOUNTS', 'android.permission.GET_ACCOUNTS', 'android.permission.INTERNET', 'android.permission.RECORD_AUDIO', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.AUTHENTICATE_ACCOUNTS', 'android.permission.VIBRATE', 'android.permission.WAKE_LOCK', 'android.permission.DOWNLOAD_WITHOUT_NOTIFICATION', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_FINE_LOCATION', 'cn.mozilla.firefox.permissions.BROWSER_PROVIDER', 'android.permission.READ_LOGS', 'cn.mozilla.firefox_sync.permission.PER_ACCOUNT_TYPE', 'android.permission.CHANGE_WIFI_STATE', 'cn.mozilla.firefox.permission.PER_ANDROID_PACKAGE', 'android.permission.FLASHLIGHT', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'cn.mozilla.firefox.permissions.PASSWORD_PROVIDER', 'android.permission.WRITE_SETTINGS', 'com.android.launcher.permission.UNINSTALL_SHORTCUT', 'android.permission.READ_SYNC_STATS', 'cn.mozilla.firefox.permissions.FORMHISTORY_PROVIDER', 'android.permission.ACCESS_WIFI_STATE', 'com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'cn.mozilla.firefox_fxaccount.permission.PER_ACCOUNT_TYPE', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.NFC', 'android.permission.READ_SYNC_SETTINGS']"
cn.eclicks.wzsearch.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.CHANGE_WIFI_STATE', 'cn.net.brisc.expo.reedconference.READ_PHONE_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'android.permission.CALL_PHONE', 'android.permission.VIBRATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WRITE_CALENDAR', 'android.permission.GET_TASKS', 'android.permission.READ_CALENDAR', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SET_TIME_ZONE', 'android.permission.INTERNET']"
cn.etouch.ecalendar.ladies.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.RESTART_PACKAGES', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.CAMERA', 'android.permission.INTERNET', 'android.permission.RECORD_AUDIO']"
cn.handsmart.platform_960x640_cn.apk,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.CAMERA', 'android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.RESTART_PACKAGES', 'android.permission.WAKE_LOCK', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.RECEIVE_USER_PRESENT', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_UPDATES', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.CHANGE_NETWORK_STATE', 'cn.renhe.card.permission.JPUSH_MESSAGE']"
cn.iMobileLib.NauMobileLibrary.apk,"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_USER_PRESENT', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CAMERA', 'cn.sh.fkhl.www.LiveIPCHD.permission.JPUSH_MESSAGE', 'android.permission.INTERNET', 'android.permission.RECORD_AUDIO']"
cn.jingling.motu.photowonder.apk,"['android.permission.USE_CREDENTIALS', 'android.permission.ACCESS_GPS', 'android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'cn.topappmakercn.com.c34.permission.MAPS_RECEIVE', 'android.permission.CAMERA', 'android.permission.GET_ACCOUNTS', 'android.permission.INTERNET', 'android.permission.CLEAR_APP_CACHE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.WAKE_LOCK', 'cn.topappmakercn.com.c34.permission.C2D_MESSAGE', 'android.permission.DISABLE_KEYGUARD', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.CHANGE_WIFI_STATE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.ACCESS_MOCK_LOCATION', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'android.permission.BAIDU_LOCATION_SERVICE', 'android.permission.CALL_PHONE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.WRITE_CONTACTS', 'android.permission.CHANGE_CONFIGURATION']"
